temperature_C,pressure_bar,flow_m_s,pH,CO2_ppm,H2S_ppm,DO_mgL,water_cut,inhibitor_eff,CP_voltage,P_corrosion,Corrosion
57.03,23.73,1.219,6.271,117.15,4.456,0,0.055,0.373,-0.692,0.2674,1
57.54,25.01,1.26,5.607,159.8,2.458,0,0.172,0.052,-0.871,0.6964,1
69.86,31.36,0.775,6.72,677.15,20.636,0.747,0.073,0.415,-0.918,0.7269,1
52.88,31.71,2.043,6.664,133.66,0.343,0.742,0.073,0.136,-0.958,0.5396,0
44.57,24.51,0.353,6.242,101.65,4.311,0.558,0.23,0.317,-0.654,0.2324,0
58.39,30.22,1.729,6.619,130.07,22.815,1.095,0.091,0.149,-1.096,0.5764,1
55.16,33.16,1.608,5.576,72.48,5.871,1.031,0.123,0.07,-0.756,0.6389,1
50.34,24.24,1.95,7.108,236,6.731,0.623,0.031,0.512,-0.71,0.324,1
58.25,35.52,0.206,5.703,47.85,0.163,0.54,0.233,0.436,-1.277,0.5271,1
64.92,28.11,0.566,6.016,510.21,0.108,0.578,0.172,0.085,-0.962,0.8218,0
59.91,36.29,1.746,7.019,76.69,0.184,0.411,0.337,0.206,-0.609,0.532,1
63.07,27.33,0.061,7.463,273.43,23.972,0,0.22,0.107,-0.392,0.9115,1
78.13,24.87,0.197,7.769,40.07,19.441,1.181,0.212,0.347,-0.953,0.5082,1
56.57,27.71,0.756,7.345,1151.26,2.036,0.739,0.083,0.154,-0.98,0.9639,1
62.78,29.52,1.096,6.241,181.86,1.719,0,0.172,0.258,-0.944,0.6228,1
54.91,28.06,1.796,5.267,518.08,0.789,1.357,0.103,0.655,-0.682,0.6576,1
51.54,28.92,0.907,7.624,439.14,1.996,0.146,0.209,0.068,-0.782,0.7404,1
54.15,31.67,0.696,7.597,375.21,2.311,0.435,0.162,0.408,-0.761,0.4277,0
55.21,29.14,1.156,5.962,526.97,6.897,1.114,0.109,0.198,-0.64,0.8738,1
63.59,29.67,1.235,7.237,31.76,10.061,0.632,0.199,0.206,-0.475,0.6936,1
83.49,21.45,1.221,6.234,340.42,6.867,1.301,0.41,0.264,-1.185,0.8086,1
52.84,31.96,0.911,7.701,92.7,5.199,0.289,0.087,0.221,-0.67,0.5212,1
55.83,29.55,0.022,6.088,462.35,7.26,1.515,0.107,0.2,-0.569,0.9401,1
59.37,38.05,0.541,8.083,943.05,6.707,0.033,0.132,0.316,-0.68,0.8273,1
63.96,25.3,1.71,7.129,695.28,3.229,1.291,0.362,0.452,-0.874,0.7037,1
62.64,20.96,1.094,7.938,36.63,2.046,0,0.071,0.198,-0.557,0.6819,1
72.84,33.09,0.839,6.129,138.4,1.662,0,0.046,0.463,-0.888,0.348,0
35.74,31.73,1.559,6.824,135.92,5.687,0.679,0.473,0.328,-0.755,0.2607,0
36.13,24.96,0.435,5.725,39.13,16.008,0.26,0.494,0.192,-1.032,0.5908,0
55.04,22.35,0.887,7.175,30.98,4.35,0.455,0.264,0.152,-0.835,0.4735,0
70.97,37.69,1.069,7.219,145.79,12.182,0.525,0.402,0.104,-0.547,0.787,1
44.34,37.07,0.779,8.418,1451.19,0.072,0,0.233,0.201,-0.585,0.9915,1
29.92,17.56,1.05,6.886,252.45,7.911,0,0.249,0.139,-0.688,0.6242,0
65.71,27.71,0.906,7.079,291.69,9.607,0.639,0.236,0.392,-0.308,0.6081,0
62.44,38.32,0.3,6.123,191.04,4.985,0.1,0.242,0.552,-0.626,0.3367,0
49.1,27.62,1.091,6.933,325.71,13.595,1.305,0.449,0.411,-0.89,0.3839,1
50.14,27.55,0.336,6.196,941.62,4.457,0.385,0.291,0.165,-0.737,0.9261,1
50.3,28.59,1.083,6.593,266.53,1.376,0.931,0.308,0.394,-0.763,0.3331,0
61.11,24.4,1.687,6.64,20.17,1.215,0.766,0.063,0.17,-0.931,0.4957,1
53.74,21.48,0.859,6.218,203.71,4.058,0.139,0.169,0.122,-0.79,0.5953,0
64.94,35.26,0.414,6.55,1478.08,11.848,0,0.131,0.127,-0.769,0.9888,1
31.45,20.79,0.937,6.2,147.01,0.376,1.211,0.418,0.524,-0.602,0.2575,0
51.43,31.24,0.584,6.196,270.33,4.637,0,0.187,0.225,-0.544,0.7755,0
48.74,34.43,1.297,7.361,33.83,7.344,0.258,0.167,0.216,-1.052,0.4629,1
57.44,22.74,0.926,6.64,45.66,0.613,0.409,0.225,0.169,-0.712,0.4964,1
54.62,25.38,1.855,6.778,623.07,0.621,0.469,0.28,0.585,-0.747,0.6134,1
67.98,36.07,1.581,5.334,107.15,2.28,1.077,0.124,0.133,-0.566,0.8293,1
41.41,32.66,0.923,6.839,109.35,1.6,0.503,0.254,0.72,-0.918,0.2365,0
60.45,26.91,1.358,6.924,146.92,1.105,0.424,0.159,0.283,-0.859,0.5866,1
65.58,36.01,0.803,6.181,1018.67,1.108,1.111,0.456,0.218,-0.746,0.9555,1
78.57,36.03,1.017,8.168,26.45,0.7,0.86,0.127,0.232,-0.739,0.5868,1
55.18,31.35,0.819,4.669,512.39,4.719,0.059,0.113,0.015,-0.657,0.863,1
63.24,25.5,1.383,7.127,125.36,5.826,0,0.203,0.278,-0.581,0.7486,1
41.96,27.93,1.716,7.07,568.07,6.069,0.006,0.147,0.285,-0.843,0.8106,1
36.08,31.43,1.399,6.933,1439.47,3.8,0.47,0.226,0.137,-0.979,0.9823,1
68.45,29.06,1.461,6.641,128.62,15.278,0,0.24,0.78,-0.989,0.3329,0
59.94,34.69,1.462,6.941,41.56,10.624,0.554,0.496,0.44,-0.523,0.395,1
71.79,22.35,1.276,7.195,46.78,15.807,0.422,0.145,0.122,-0.997,0.5808,0
46.27,22.53,0.43,5.919,426.57,2.462,0,0.04,0.168,-0.6,0.8145,1
65.2,30.9,1.85,6.739,46.97,10.51,0,0.154,0.422,-1.218,0.2679,0
78.69,27.54,1.902,6.353,90.5,7.196,0,0.218,0.392,-0.675,0.3533,1
64.2,26.86,0.883,5.625,68.6,2.077,0.294,0.274,0.137,-0.822,0.6659,0
62.77,21.16,0.815,7.074,131.87,0.564,1.144,0.038,0.218,-0.641,0.5868,0
60.09,30.1,1.306,6.049,23.18,5.738,0,0.184,0.208,-0.847,0.5053,1
44.29,29.74,1.275,5.302,582.93,0.734,0,0.377,0.388,-0.822,0.6789,1
73.56,33.27,0.899,6.069,590.15,1.739,0.402,0.072,0.097,-0.759,0.8745,1
53.89,30.34,0.375,5.861,159.78,3.469,0,0.439,0.308,-1.025,0.3911,0
65.04,29.34,1.153,7.323,284.09,5.695,0,0.133,0.516,-0.771,0.4263,0
44.37,35.89,1.276,6.623,308.13,13.034,0.825,0.184,0.19,-0.787,0.6625,0
48.21,23.44,1.363,7.606,415,4.498,0.203,0.174,0.215,-0.467,0.8382,1
74.35,32.68,1.175,5.967,220.62,5.565,0,0.239,0.429,-0.622,0.5496,0
56.53,21.64,0.864,7.199,214.21,1.855,0,0.366,0.314,-0.64,0.3259,0
74.53,25.81,1.497,8.772,299.33,5.812,1.825,0.37,0.406,-0.752,0.4847,0
59.22,23.94,1.033,6.785,364.26,2.879,1.177,0.123,0.063,-0.634,0.7265,1
41.58,33.91,0.768,7.189,127.71,9.722,0.229,0.061,0.363,-1.119,0.256,0
68.92,29.67,0.91,7.055,120.31,2.492,0.553,0.052,0.322,-0.618,0.3185,0
54.1,29.93,0.127,5.362,94.3,3.158,0.207,0.152,0.146,-0.961,0.7966,0
66.99,24.47,0.909,6.969,238.78,2.833,0.806,0.079,0.04,-1.054,0.6805,1
60.25,28.5,1.344,6.745,133.96,8.333,0,0.298,0.376,-0.823,0.3009,1
44.57,26.18,1.17,6.292,233.16,15.363,0.174,0.334,0.458,-0.686,0.3207,0
61.64,31.92,1.76,5.793,156.26,1.982,0.773,0.284,0.393,-0.257,0.5991,1
81.96,25.04,0.869,7.055,543.71,3.222,1.372,0.557,0.132,-1.205,0.8777,1
64.93,36.65,1.244,5.722,22.78,6.12,0.945,0.239,0.349,-0.917,0.3582,1
59.42,21.62,1.396,8.207,254.74,11.287,1.24,0.409,0.326,-0.774,0.3782,0
70.75,25.97,2.171,6.591,257.14,3.403,0.313,0.167,0.158,-0.913,0.7082,0
62.11,38.39,1.072,5.521,145.21,0.576,0.126,0.25,0.395,-0.282,0.5933,1
62.1,27.82,0.478,6.089,163.95,2.3,0,0.205,0.159,-0.695,0.6068,1
49.08,23.43,1.424,6.277,483.03,3.997,0.543,0.193,0.202,-0.839,0.7593,1
62.34,31.1,1.933,8.43,98.83,2.702,0.727,0.194,0.074,-1.049,0.5605,1
70.35,27.62,0.839,5.792,615.32,1.032,0.32,0.098,0.549,-0.921,0.7778,1
51.64,25.82,1.421,6.407,680,0.188,0.034,0.339,0.591,-0.654,0.6394,1
74.24,24.52,1.614,6.07,315.48,5.814,1.246,0.294,0.243,-0.919,0.7652,1
59.08,43.84,1.509,6.899,444.65,24.625,0.879,0.157,0.375,-0.662,0.5164,0
51.12,28.74,1.063,6.082,284.76,12.579,1.288,0.083,0.172,-0.691,0.6517,1
69.98,20.37,0.651,5.589,223.5,5.749,0,0.028,0.309,-0.728,0.53,1
57.13,37.47,0.959,6.344,1020.46,9.211,0.075,0.042,0.606,-0.684,0.8525,1
67.6,33.06,1.229,6.26,99.66,1.477,1.222,0.15,0.467,-0.646,0.2996,0
57.08,26.17,1.454,6.026,50.22,4.87,0.472,0.031,0.238,-0.818,0.4981,0
59.4,25.33,1.167,6.069,101.69,0.313,0.159,0.078,0.137,-0.848,0.5481,0
64.94,33.37,0.81,7.448,286.06,6.141,0.2,0.26,0.251,-0.824,0.7124,0
62.91,28.77,1.278,6.244,61.44,17.512,0.493,0.192,0.068,-1.081,0.548,1
40.04,20.37,1.43,5.593,718.46,9.859,1.102,0.033,0.187,-0.551,0.9571,1
48.79,38.94,1.19,6.13,158.81,3.823,0.404,0.099,0.415,-1.108,0.2643,0
69.29,27.83,0.582,6.543,569.06,7.773,0.974,0.271,0.485,-1.173,0.6554,0
58.68,37.48,0.909,5.431,86,14.403,0.78,0.036,0.122,-0.445,0.7992,1
54.76,36.39,1.474,7.801,112.7,1.217,0,0.486,0.264,-0.596,0.6971,1
46.41,24.99,0.308,7.194,18.31,7.881,0,0.088,0.262,-0.826,0.4514,0
49.2,35.17,0.047,7.644,89.43,1.573,0.23,0.126,0.366,-0.5,0.5667,0
39.78,26.74,1.754,6.814,202.19,10.476,0,0.127,0.24,-0.896,0.5882,1
58.99,20.67,1.256,4.825,876.39,0.518,0.192,0.146,0.649,-0.583,0.9248,1
54.02,27.88,1.303,7.728,147.75,0.981,1.408,0.275,0.054,-0.86,0.5557,1
50.33,31.99,0.462,5.809,306.28,6.376,0.481,0.141,0.575,-0.69,0.4939,0
59.32,27.69,1.369,5.874,167.43,0.961,0.04,0.383,0.23,-0.79,0.7086,1
63.64,28.46,1.138,6.625,14.38,0.86,1.649,0.401,0.063,-1.114,0.504,0
80.93,35.72,0.208,7.603,210.07,4.054,0,0.217,0.213,-0.932,0.8518,0
44.88,30.53,1.712,7.343,20.46,9.009,0,0.261,0.036,-0.876,0.453,1
71.59,25.78,1.079,7.225,645.47,1.563,1.238,0.177,0.095,-0.747,0.8878,1
69.73,33.51,0.802,6.251,419.55,9.199,0.897,0.173,0.354,-0.795,0.5506,0
52.21,30.99,0.811,6.238,142.76,8.25,0.422,0.262,0.4,-1.145,0.2734,0
62.03,17.39,0.008,6.777,306.68,4.327,0.999,0.248,0.059,-0.965,0.8403,1
55.42,32.14,1.297,6.396,35.64,5.2,0.68,0.212,0.489,-0.545,0.3694,0
61.86,31.96,1.131,7.211,363.76,0.206,0,0.326,0.339,-0.859,0.4572,1
75.09,30.1,0.903,7.164,519.03,2.287,0,0.401,0.56,-1.078,0.6362,1
66.06,34.46,1.639,6.973,517.36,1.529,0.16,0.102,0.065,-0.595,0.9066,1
65.09,26.64,0.308,4.479,100.34,0.813,1.151,0.204,0.033,-0.842,0.6906,0
55.7,31.68,0.702,6.602,91.85,2.469,0.243,0.1,0.216,-0.619,0.5224,0
45.16,22.17,0.575,6.413,221.07,2.192,0.776,0.095,0.253,-0.939,0.5898,1
57.92,32.04,0.861,6.634,1030.48,6.526,0.611,0.235,0.57,-0.964,0.8581,1
72.07,39.77,1.034,5.897,759.69,4.558,0,0.373,0.176,-0.978,0.9488,1
44.73,25.03,1.215,5.44,133.72,12.215,0.256,0.074,0.36,-0.775,0.3661,1
49.45,26.2,0.827,6.871,454.01,0.786,0.715,0.304,0.433,-0.393,0.6369,1
61.26,26.45,0.561,6.215,762.7,0.308,0.028,0.075,0.112,-0.884,0.9014,1
50.15,30.65,1.843,6.96,90.71,3.824,0.282,0.302,0.275,-0.76,0.4938,0
52.07,24.68,2.206,5.963,532.11,0.005,0.735,0.231,0.35,-0.388,0.7921,1
55.76,32.11,1.072,7.633,93.55,7.749,0.544,0.099,0.179,-0.79,0.5364,1
46.34,34.23,0.622,7.301,126.15,3.526,1.128,0.245,0.41,-1.016,0.2457,1
50.26,32.67,1.738,6.737,66.5,3.348,0.73,0.131,0.424,-0.815,0.215,0
67.03,21.16,0.277,6.329,212.22,2.251,0,0.058,0.096,-0.75,0.8142,1
46.93,34.98,0.833,7.182,556.05,2.35,0.213,0.564,0.387,-1.007,0.5419,1
44.02,34.69,0.652,6.814,225.27,2.821,0.512,0.37,0.424,-0.888,0.3049,0
53.7,34.15,0.42,6.691,39.53,0.081,1.303,0.102,0.157,-0.959,0.4732,0
67.32,31.86,0.86,7.334,87.02,0.436,0.216,0.15,0.171,-0.384,0.7325,1
58.03,31.1,0.568,7.641,248.25,3.516,0,0.14,0.203,-1.062,0.6469,1
55.35,35.16,1.006,5.498,262.54,0.813,0.764,0.151,0.365,-0.924,0.4737,0
60.44,39.62,1.014,5.66,258.05,7.543,0.047,0.224,0.656,-1.106,0.5083,1
42.54,25.23,0.689,5.876,24.04,1.604,0,0.698,0.469,-0.954,0.2834,1
64.95,35.39,0.815,5.298,420.36,0.515,0.511,0.179,0.568,-0.851,0.6365,1
63.83,29.57,0.885,6.45,720.48,1.341,1.084,0.112,0.335,-0.675,0.7187,1
55.91,29.35,1.405,6.98,214.32,2.209,0.156,0.207,0.385,-0.643,0.3232,0
70.06,22.32,0.926,6.483,380.64,0.18,0.798,0.079,0.278,-0.898,0.7761,0
48.73,28.58,1.412,6.073,736.08,0.764,0.909,0.266,0.626,-0.721,0.67,0
71.28,25.01,1.293,7.401,308.69,1.957,0.975,0.098,0.433,-1.213,0.463,1
61.54,27.68,1.286,6.612,336.56,1.859,0.061,0.114,0.313,-0.757,0.4355,1
56.63,24.51,1.694,6.774,383.4,8.057,0,0.123,0.066,-0.909,0.7375,1
59.8,27.76,0.44,7.423,90.54,9.266,0,0.314,0.378,-0.838,0.2724,0
58.93,27.97,0.763,6.401,262.17,1.075,0.975,0.14,0.096,-0.584,0.7966,0
72.2,30.48,1.882,8.148,553.88,0.662,0.9,0.013,0.298,-0.856,0.8588,0
49.23,21.93,0.871,6.142,105.36,5.028,0,0.128,0.144,-0.667,0.5165,0
52.37,22.77,0.408,8.098,682.4,8.164,1.78,0.15,0.158,-1.182,0.8635,1
70.36,31.81,0.899,5.72,290.58,16.583,0,0.309,0.189,-0.768,0.8219,1
54.04,26.01,1.067,6.914,165.06,0.034,1.1,0.074,0.502,-0.464,0.4443,0
69.01,35.37,0.309,5.986,292.8,2.669,1.412,0.242,0.75,-0.879,0.5643,1
76.99,31.13,1.667,7.396,154.18,6.621,0.566,0.184,0.209,-1.018,0.6797,0
55.98,33.03,0.643,6.117,546.11,8.818,0.038,0.166,0.135,-0.648,0.8188,0
66.81,37.05,1.164,6.733,197.52,0.322,0.051,0.196,0.341,-0.659,0.361,1
48.46,28.45,0.887,5.98,694.44,5.707,0.343,0.172,0.058,-0.699,0.9116,1
67.55,27.13,0.356,7.25,213.89,1.705,1.149,0.066,0.282,-1.206,0.6665,1
61.99,34.36,0.465,5.975,323.97,0.388,0,0.23,0.76,-0.933,0.5528,0
64.73,32.55,0.532,7.847,1828.3,3.358,0,0.109,0.254,-0.956,0.9958,1
53.54,29.06,1.543,5.703,47.69,0.861,0.717,0.347,0.4,-0.839,0.313,0
43.39,36.96,0.926,5.423,400.37,6.678,0.849,0.128,0.471,-1.025,0.5625,1
65.03,28.94,0.739,7.261,44.85,6.76,1.681,0.154,0.365,-0.674,0.266,1
39.37,30.16,0.533,6.027,547.66,9.228,0,0.168,0.162,-0.727,0.8011,1
56.83,30.11,1.598,6.494,272.24,2.371,0.419,0.205,0.063,-0.389,0.7947,1
69.41,25.33,1.732,6.242,834.96,0.067,1.197,0.047,0.365,-0.679,0.8011,1
61.92,30.39,1.592,5.45,602.88,1.504,0.573,0.368,0.583,-0.966,0.7402,1
79.48,36.98,1.246,6.438,23.35,3.154,0.383,0.168,0.073,-0.93,0.589,1
70.25,32.22,1.145,7.512,44.31,5.921,0.974,0.077,0.623,-0.565,0.4472,1
53.46,30.16,0.392,7.303,275.77,2.407,0.14,0.393,0.386,-1.216,0.3535,0
60.27,29.19,0.877,6.685,219.14,3.84,1.011,0.534,0.415,-1.038,0.3459,1
59.53,31.65,0.658,7.39,55.38,3.714,0,0.487,0.038,-0.696,0.5142,1
44.18,33.75,0.087,5.652,41.56,0.902,0,0.089,0.385,-0.657,0.4812,1
50.6,33.05,1.529,6.24,249.03,4.878,0.336,0.056,0.192,-0.815,0.6128,1
54.39,28.34,0.652,6.817,15.05,2.892,0,0.109,0.49,-0.866,0.2031,0
39.64,31.62,1.598,6.396,620.81,8.249,0.551,0.225,0.58,-0.902,0.6017,1
60.47,32.4,1.441,6.303,493.65,5.866,0,0.328,0.434,-0.941,0.5598,0
57.51,24.96,1.278,5.539,461.65,0.591,0.669,0.117,0.407,-0.843,0.6307,1
43.27,30.84,1.306,4.835,4.84,3.355,0.611,0.136,0.231,-0.433,0.7139,1
64.04,19.19,0.692,7.154,14.64,6.062,0.459,0.041,0.245,-1.285,0.5187,1
67.16,32.41,1.929,6.695,239.45,0.455,0.762,0.102,0.3,-0.999,0.6817,1
62.27,33.3,1.022,7.222,1556.88,7.863,0.623,0.369,0.1,-0.457,0.9953,1
56.76,33.74,1.151,6.15,125.71,1.255,0.324,0.205,0.116,-0.608,0.5529,1
65.91,28.02,0.675,5.93,126.65,3.497,1.599,0.162,0.344,-1.073,0.4251,1
66.8,31.55,0.534,6.505,43.26,14.114,0.736,0.376,0.158,-0.84,0.5537,0
63.07,37.12,1.239,7.183,336.57,4.235,0.963,0.058,0.11,-0.643,0.7254,1
51.75,37.07,1.109,6.315,312.11,2.759,1.144,0.132,0.259,-0.593,0.7976,1
62.77,29.85,0.605,7.141,32.05,0.034,0.901,0.05,0.452,-0.997,0.2408,1
71.95,30.7,0.281,5.695,189,0.716,1.738,0.434,0.341,-0.942,0.6913,1
54.03,35.55,0.365,6.371,329.95,4.322,0.6,0.1,0.184,-1.001,0.6836,1
80.98,22.5,1.598,6.444,204.08,3.404,0.496,0.099,0.185,-0.852,0.7174,1
54.74,28.38,0.693,7.481,336.59,2.261,0.11,0.176,0.36,-0.708,0.4024,0
60.32,36.68,0.831,6.666,508.29,12.834,0.346,0.021,0.266,-0.549,0.8986,1
53.28,34.88,1.725,7.897,347.33,2.021,0.061,0.316,0.232,-1.078,0.6916,1
62.23,31.85,0.439,5.422,287.22,3.852,0.906,0.202,0.498,-0.598,0.6913,1
42.58,22.47,0.637,6.604,576.4,4.205,0,0.464,0.451,-0.764,0.5571,0
54.54,29.75,0.616,6.644,692.55,3.748,0.544,0.086,0.188,-0.848,0.8663,1
49.08,27.05,1.809,6.996,147.74,3.246,0.836,0.249,0.525,-0.314,0.4117,1
61.35,31.66,1.997,5.849,57.08,2.055,0.59,0.107,0.526,-0.46,0.5246,0
69.94,25.95,1.376,7.848,510.89,11.972,0,0.323,0.591,-1.164,0.6181,1
66.46,24.87,1.392,6.51,72.15,2.996,0.919,0.171,0.263,-0.455,0.7202,1
36.28,19.68,0.71,5.63,793.31,3.759,0.449,0.119,0.522,-0.797,0.799,1
80.42,36.11,1.974,6.487,6.94,5.343,0,0.08,0.279,-1.069,0.5937,0
62.95,28,1.134,6.249,762.52,0.35,0,0.27,0.25,-0.55,0.9501,1
52.24,30.79,1.427,8.727,266.88,7.6,1.341,0.133,0.567,-0.54,0.5238,0
61.57,29.99,0.947,7.34,447.15,3.592,1.391,0.129,0.14,-0.784,0.7812,1
61.76,24.66,0.866,6.54,152.49,5.353,0.816,0.159,0.287,-0.711,0.6089,0
53.33,23.7,1.832,6.41,1438.04,7.392,0.97,0.026,0.135,-0.774,0.9842,1
61.98,24.97,1.27,7.261,77.46,10.361,0.033,0.288,0.461,-0.819,0.2733,0
53.93,26.38,1.726,7.299,92.1,2.49,0.344,0.054,0.344,-0.472,0.3905,1
55.96,31.83,1.128,4.171,15.84,8.341,1.241,0.172,0.469,-0.851,0.3136,0
53.14,26.02,0.576,7.014,846.4,1.498,0.756,0.144,0.627,-0.53,0.8584,1
45.67,38.73,0.708,6.522,182.66,5.399,0.539,0.123,0.131,-0.688,0.5739,0
61.46,35.14,1.051,5.451,337.04,0.542,0.388,0.1,0.278,-1.048,0.8085,0
65.85,34.04,0.687,7.204,348.89,0.101,1.205,0.216,0.314,-0.829,0.466,0
65.15,29.4,0.446,8.297,622.64,0.503,1.173,0.316,0.104,-0.809,0.8666,1
68.2,37.57,1.601,6.945,328.02,1.924,0.89,0.329,0.218,-0.91,0.7404,1
63.24,28.91,0.728,7.38,247.68,0.158,0.54,0.08,0.152,-0.894,0.6699,1
54.67,29.84,1.069,7.943,371.69,4.978,0.286,0.211,0.542,-0.667,0.4276,0
68.4,30.85,1.148,5.836,417.06,1.903,0.916,0.075,0.46,-0.628,0.65,1
46.42,33.51,0.706,5.014,61.71,6.666,0,0.081,0.199,-0.673,0.6071,0
50.99,33.18,1.725,7.025,34.85,0.235,0,0.199,0.225,-0.767,0.4562,0
50.36,27.62,0.441,6.302,23.34,1.221,0,0.087,0.15,-0.877,0.4445,0
70.8,27.34,1.131,5.401,140.55,2.621,1.241,0.081,0.486,-0.873,0.4595,1
69.43,33.2,1.123,6.437,206.75,2.412,0.068,0.076,0.237,-0.749,0.6701,0
64.87,33.58,0.973,7.082,286.86,0.702,0.742,0.182,0.355,-0.659,0.4153,1
70.72,28.03,0.352,6.381,951.27,25.695,0.425,0.231,0.43,-0.473,0.9254,1
51.21,22.06,1.435,5.871,120.5,1.673,2.239,0.507,0.494,-0.722,0.3511,1
63.49,28.96,1.372,6.321,429.23,6.383,0.765,0.051,0.2,-0.663,0.7871,1
58.75,33.12,0.662,6.484,227.37,1.242,0,0.158,0.258,-1.116,0.6358,1
68.47,39.03,1.354,4.956,74.57,10.513,1.205,0.101,0.171,-1.152,0.6991,1
58.85,24.01,1.187,6.386,286.59,2.453,0.268,0.115,0.3,-0.933,0.6763,0
56.15,27.87,0.36,5.425,1024.98,11.558,0.379,0.404,0.328,-0.691,0.9045,1
65.41,28.05,0.573,7.027,39.82,2.091,0.096,0.331,0.254,-0.905,0.5319,0
68.76,36.78,1.569,5.251,212.34,0.043,0.617,0.26,0.231,-1.245,0.7707,1
53.32,29.83,1.155,7.31,15.9,3.639,0.61,0.087,0.123,-0.838,0.4536,0
59.39,25.46,0.718,6.173,116.24,3.72,0.113,0.534,0.244,-0.46,0.7184,1
49.42,32.79,0.571,6.066,290.75,0.638,0.195,0.365,0.228,-0.564,0.7811,1
35.02,27.98,0.742,6.736,551.76,1.339,0.561,0.036,0.024,-1.094,0.795,1
62,23.88,0.778,5.807,393.17,7.651,0,0.409,0.411,-0.805,0.6153,1
66.09,25.54,0.577,6.723,186.45,0.187,0,0.221,0.063,-0.879,0.6413,1
62.62,38.67,0.129,5.914,719.8,3.362,1.502,0.323,0.475,-0.85,0.9013,1
40.5,31.92,1.57,6.055,108.17,3.779,0.697,0.444,0.37,-0.707,0.2359,0
56.49,30.54,1.485,6.824,420.71,5.835,0.185,0.227,0.478,-0.85,0.4855,0
37.82,28.75,0.363,5.589,192.74,0.191,0,0.34,0.483,-0.526,0.5691,1
73.7,31.46,1.068,5.489,686.71,4.405,0.466,0.162,0.179,-1.086,0.939,1
49.14,31.4,0.549,6.699,479.01,0.016,1.091,0.356,0.077,-0.654,0.7571,1
72.55,31.46,0.869,6.478,695.22,1.541,2.084,0.275,0.366,-0.599,0.8503,1
69.46,30.57,0.828,6.635,72.33,3.463,1.635,0.257,0.477,-0.856,0.2903,0
50.99,34.34,0.786,6.762,330.92,12.111,0,0.238,0.215,-0.751,0.6819,1
48.67,30.12,2.001,6.546,402.35,0.677,0.203,0.107,0.257,-0.338,0.833,1
63.5,25.11,0.78,6.986,406.92,0.927,0,0.099,0.28,-0.794,0.7669,1
51.56,26.94,0.596,6.578,210.35,5.532,0,0.068,0.151,-0.64,0.6016,1
61.02,20.1,0.619,4.894,3.39,2.349,0.372,0.383,0.07,-0.605,0.606,1
55.17,40.13,1.522,5.102,90.91,4.883,0.28,0.16,0.423,-1.018,0.3489,1
42.19,34.31,0.174,8.042,117.16,29.866,1.733,0.276,0.257,-0.299,0.8322,1
37.7,25.85,0.619,6.5,573.24,21.665,0,0.383,0.245,-0.848,0.813,0
62.27,28.59,1.723,7.26,551.44,2.183,0.473,0.222,0.342,-0.837,0.5986,0
54.38,26.82,1.122,6.223,33.17,3.505,0,0.087,0.231,-0.671,0.4718,1
54.47,37.71,1.096,6.454,897.74,11.753,0.699,0.234,0.022,-0.768,0.9264,1
66.96,22.9,2.066,6.137,60.44,0.483,0,0.076,0.475,-0.868,0.273,0
71.73,30.57,1.123,8.473,160.51,3.01,1.162,0.216,0.098,-0.668,0.6494,1
57.27,29.46,0.646,6.703,72.68,2.371,0.325,0.081,0.749,-1.058,0.243,0
56.59,34.13,0.859,6.072,590.55,1.747,0,0.074,0.568,-0.497,0.7509,1
65,29.48,0.432,5.179,415.17,25.753,0,0.365,0.189,-0.727,0.8576,0
46.43,21.21,1.628,8.079,130.87,6.613,0,0.219,0.205,-0.682,0.5356,0
62.23,28.74,1.287,6.369,343.6,2.461,0.644,0.133,0.203,-0.871,0.7262,1
65.52,25.14,1.562,7.095,61.14,8.831,0.753,0.364,0.129,-0.908,0.5606,0
66.8,30.4,1.606,7.185,144.52,3.363,0.201,0.042,0.287,-1.044,0.6153,0
40.63,37.17,0.793,6.13,142.01,10.311,1.055,0.142,0.196,-0.649,0.5439,1
52.39,21.3,0.528,7.038,81.52,1.549,0,0.125,0.387,-1.123,0.2301,0
51.22,26,0.974,6.017,627,1.265,0,0.091,0.05,-0.757,0.8328,1
61,27.24,0.564,5.708,340.75,1.42,0.67,0.419,0.267,-0.903,0.8088,1
64.81,28.09,1.082,7.432,98.53,3.866,1.274,0.28,0.049,-0.756,0.5724,0
74.97,33.7,1.566,6.373,83.17,1.722,1.28,0.229,0.383,-0.984,0.3206,0
55.05,29.13,0.916,6.915,5.43,0.796,0,0.098,0.368,-0.551,0.3357,0
55.02,32.08,1.075,6.829,127.66,26.133,0.173,0.1,0.207,-1.003,0.5581,1
71.5,26.87,0.953,7.01,224.45,11.535,0.934,0.246,0.641,-1.374,0.4142,1
62.97,31.15,1.401,5.255,97.6,5.039,0.124,0.311,0.184,-0.868,0.6904,1
72.68,33.89,0.666,6.032,361.65,11.107,0.563,0.017,0.325,-0.98,0.5221,0
62.89,26.34,0.098,6.24,159.18,13.703,0.07,0.109,0.13,-0.851,0.7833,1
48.43,33.91,1.235,5.835,114.08,5.637,0,0.343,0.46,-0.966,0.3526,1
46.67,30.26,1.494,6.843,839.35,3.656,0,0.19,0.205,-0.752,0.9019,1
44.48,35.23,1.223,7.45,91.47,10.685,1.073,0.311,0.297,-1.072,0.5061,0
